C7057|Disease, Disorder or Finding
C7122|Stage IVA Liver Cancer
C88053|Stage IVA Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)
C7123|Stage IVB Liver Cancer
C88054|Stage IVB Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)
C27922|Aflatoxins-Related Hepatocellular Cancer
C5754|Clear Cell Hepatocellular Cancer
C96772|Early Hepatocellular Cancer
C96788|Lymphoepithelioma-Like Hepatocellular Cancer
C96790|Moderately Differentiated Hepatocellular Cancer
C96791|Poorly Differentiated Hepatocellular Cancer
C43627|Sarcomatoid Hepatocellular Cancer
C27388|Scirrhous Hepatocellular Cancer
C96789|Well Differentiated Hepatocellular Cancer
C27686|Hepatitis Virus-Related Hepatocellular Cancer
C27687|Hepatitis B Virus-Related Hepatocellular Carcinoma
C27688|Hepatitis C Virus-Related Hepatocellular Carcinoma
C43625|Pleomorphic Hepatocellular Cancer
C90510|Hepatocellular Carcinoma by AJCC v6 Stage
C115132|Hepatocellular Carcinoma by BCLC Stage
C91228|Hepatocellular Carcinoma by AJCC v7 Stage
C5761,C134521|Stage IIIA Hepatocellular Cancer
C5762,C134522|Stage IIIB Hepatocellular Cancer
C88044|Stage IIIC Hepatocellular Cancer
C134515|Hepatocellular Carcinoma by AJCC v8 Stage
C134517|Stage IA Hepatocellular Cancer
C134518|Stage IB Hepatocellular Cancer
C134604|Intrahepatic Bile Duct Cancer by AJCC v8 Stage
C134609|Stage 0 Intrahepatic Bile Duct Cancer
C134756,C88049|Stage 0 Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)
C134755|Intrahepatic Cholangiocarcinoma by AJCC v8 Stage
C134757,C88050|Stage I Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)
C134758|Stage IA Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)
C134759|Stage IB Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)
C134761,C88052|Stage III Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)
C134762|Stage IIIA Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)
C134763|Stage IIIB Intrahepatic Bile Duct Cancer (Cholangiocarcinoma)
C134610|Stage I Intrahepatic Bile Duct Cancer
C134611|Stage IA Intrahepatic Bile Duct Cancer
C134612|Stage IB Intrahepatic Bile Duct Cancer
C134615|Stage III Intrahepatic Bile Duct Cancer
C134616|Stage IIIA Intrahepatic Bile Duct Cancer
C134618|Stage IIIB Intrahepatic Bile Duct Cancer
C35417|Intrahepatic Cholangiocarcinoma
C43848|Clear Cell Intrahepatic Cholangiocarcinoma
C41618|Mucin-Producing Intrahepatic Cholangiocarcinoma
C41619|Signet Ring Cell Intrahepatic Cholangiocarcinoma
C41617|Cholangiolocellular Carcinoma
C96804|Perihilar Intrahepatic Cholangiocarcinoma
C96805|Peripheral Intrahepatic Cholangiocarcinoma
C41620|Sarcomatoid Intrahepatic Cholangiocarcinoma
C134514|Intrahepatic Cholangiocarcinoma by AJCC v7 Stage
C2898|Bile Duct Neoplasm
C6881|Bile Duct Papillary Neoplasm
C96810|Bile Duct Papillary Neoplasm with an Associated Invasive Carcinoma
C96948|Extrahepatic Bile Duct Papillary Neoplasm with an Associated Invasive Carcinoma
C7124|Extrahepatic Bile Duct Papillary Neoplasm
C4129|Bile Duct Mucinous Cystic Neoplasm
C4130|Bile Duct Mucinous Cystic Neoplasm with an Associated Invasive Carcinoma
C96946|Extrahepatic Bile Duct Mucinous Cystic Neoplasm with an Associated Invasive Carcinoma
C5851|Extrahepatic Bile Duct Mucinous Cystic Neoplasm
C27814|Bile Duct Cancer
C142869|Metastatic Bile Duct Carcinoma
C142870|Advanced Bile Duct Carcinoma
C3860|Extrahepatic Bile Duct Cancer
C5778|Extrahepatic Bile Duct Adenosquamous Carcinoma
C96939|Extrahepatic Bile Duct Carcinosarcoma
C5777|Extrahepatic Bile Duct Squamous Cell Carcinoma
C5780|Extrahepatic Bile Duct Undifferentiated Carcinoma
C7891|Localized Extrahepatic Bile Duct Cancer
C7892|Unresectable Extrahepatic Bile Duct Cancer
C96959|Extrahepatic Bile Duct Mixed Adenoneuroendocrine Carcinoma
C5862|Extrahepatic Bile Duct Mucoepidermoid Carcinoma
C7893|Recurrent Extrahepatic Bile Duct Cancer
C8640|Resectable Extrahepatic Bile Duct Carcinoma
C7975|Extrahepatic Bile Duct Adenocarcinoma
C96936|Extrahepatic Bile Duct Adenocarcinoma, Biliary Type
C5775|Extrahepatic Bile Duct Clear Cell Adenocarcinoma
C5846|Extrahepatic Bile Duct Mucinous Adenocarcinoma
C5776|Extrahepatic Bile Duct Signet Ring Cell Carcinoma
C7976|Distal 1/3 of the Common Bile Duct Adenocarcinoma
C96937|Extrahepatic Bile Duct Adenocarcinoma, Gastric Foveolar Type
C96938|Extrahepatic Bile Duct Adenocarcinoma, Intestinal Type
C7109|Extrahepatic (Distal) Bile Duct Cancer
C134810|Distal Bile Duct Cancer by AJCC v7 Stage
C88089,C134812|Stage 0 Extrahepatic (Distal) Bile Duct Cancer
C88090|Stage IA Extrahepatic (Distal) Bile Duct Cancer
C88092,C134815|Stage IIA Extrahepatic (Distal) Bile Duct Cancer
C88091|Stage IB Extrahepatic (Distal) Bile Duct Cancer
C88093,C134816|Stage IIB Extrahepatic (Distal) Bile Duct Cancer
C88095,C134820|Stage IV Extrahepatic (Distal) Bile Duct Cancer
C88094,C134817|Stage III Extrahepatic (Distal) Bile Duct Cancer
C134811|Distal Bile Duct Cancer by AJCC v8 Stage
C134813|Stage I Extrahepatic (Distal) Bile Duct Cancer
C134814|Stage II Extrahepatic (Distal) Bile Duct Cancer
C134818|Stage IIIA Extrahepatic (Distal) Bile Duct Cancer
C134819|Stage IIIB Extrahepatic (Distal) Bile Duct Cancer
C27813|Bile Duct Adenocarcinoma
C4436,C8265|Cholangiocarcinoma
C27769|Opisthorchis Viverrini-Related Cholangiocarcinoma
C27324|Unresectable Cholangiocarcinoma
C27326|Resectable Cholangiocarcinoma
C27325|Recurrent Cholangiocarcinoma
C36077|Hilar Cholangiocarcinoma
C134742|Hilar Cholangiocarcinoma by AJCC v7 Stage
C88058,C134744|Stage 0 Hilar Cholangiocarcinoma
C88059,C134745|Stage I Hilar Cholangiocarcinoma
C88060,C134746|Stage II Hilar Cholangiocarcinoma
C88061,C134748|Stage IIIA Hilar Cholangiocarcinoma
C88062,C134749|Stage IIIB Hilar Cholangiocarcinoma
C88063,C134752|Stage IVA Hilar Cholangiocarcinoma
C88064,C134753|Stage IVB Hilar Cholangiocarcinoma
C134743|Hilar Cholangiocarcinoma by AJCC v8 Stage
C134747|Stage III Hilar Cholangiocarcinoma
C134750|Stage IIIC Hilar Cholangiocarcinoma
C134751|Stage IV Hilar Cholangiocarcinoma
C4441|Extrahepatic Bile Duct Neoplasm
C4776|Benign Extrahepatic Bile Duct Neoplasm
C7128|Benign Extrahepatic Bile Duct Non-Epithelial Neoplasm
C7483|Malignant Extrahepatic Bile Duct Neoplasm
C96952|Extrahepatic Bile Duct Lymphoma
C96953|Metastatic Malignant Neoplasm in the Extrahepatic Bile Ducts
C8609|Malignant Hepatobiliary Neoplasm
C3141|Intestinal Neoplasm
C4432|Small Intestinal Neoplasm
C2995|Duodenal Neoplasm
C9328|Malignant Duodenal Neoplasm
C9263|Recurrent Malignant Duodenal Neoplasm
C9352|Recurrent Duodenal Carcinoma
C4803|Duodenal Cancer
C27323|Resectable Duodenal Carcinoma
C7889|Duodenal Adenocarcinoma
C27322|Periampullary Adenocarcinoma
C3130|Ileal Neoplasm
C8401|Jejunal Neoplasm
C7523|Malignant Small Intestinal Neoplasm
C7524|Metastatic Malignant Neoplasm in the Small Intestine
C132260|Small Intestinal Myeloid Sarcoma
C7724|Small Intestinal Cancer
C43535|Small Intestinal Adenosquamous Cancer
C43534|Small Intestinal Squamous Cell Cancer
C43538|Undifferentiated Small Intestinal Cancer
C43537|Small Intestinal Medullary Cancer
C96066|Small Intestinal Mixed Adenoneuroendocrine Cancer
C8638|Unresectable Small Intestinal Cancer
C8637|Metastatic Small Intestinal Cancer
C8934|Metastatic Small Intestinal Adenocarcinoma
C7894|Recurrent Small Intestinal Cancer
C8639|Resectable Small Intestinal Cancer
C133716|Small Intestinal Cancer by AJCC v7 Stage
C5807|Stage I Small Intestinal Cancer
C5810|Stage IV Small Intestinal Cancer
C5808|Stage II Small Intestinal Cancer
C87791|Stage IIA Small Intestinal Cancer
C87792|Stage IIB Small Intestinal Cancer
C5809|Stage III Small Intestinal Cancer
C87793|Stage IIIA Small Intestinal Cancer
C87795|Stage IIIB Small Intestinal Cancer
C7888|Small Intestinal Adenocarcinoma
C43536|Small Intestinal Mucinous Adenocarcinoma
C43543|Small Intestinal Signet Ring Cell Carcinoma
C133893|Small Intestinal Adenocarcinoma by AJCC v8 Stage
C133895|Stage I Small Intestinal Adenocarcinoma
C133902|Stage IV Small Intestinal Adenocarcinoma
C133896|Stage II Small Intestinal Adenocarcinoma
C133897|Stage IIA Small Intestinal Adenocarcinoma
C133898|Stage IIB Small Intestinal Adenocarcinoma
C133899|Stage III Small Intestinal Adenocarcinoma
C133900|Stage IIIA Small Intestinal Adenocarcinoma
C133901|Stage IIIB Small Intestinal Adenocarcinoma
C4007|Small Intestinal Lymphoma
C5337|Small Intestinal Hodgkin Lymphoma
C7231|Small Intestinal Non-Hodgkin Lymphoma
C96053|Small Intestinal B-Cell Non-Hodgkin Lymphoma
C3132|Alpha Heavy Chain Disease
C96056|Small Intestinal Follicular Lymphoma
C27441|Small Intestinal Mantle Cell Lymphoma
C5635|Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma
C45166|Campylobacter Jejuni-Associated Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma
C27409|Small Intestinal Burkitt Lymphoma
C27410|Small Intestinal Atypical Burkitt/Burkitt-Like Lymphoma
C96055|Small Intestinal Diffuse Large B-Cell Lymphoma
C96057|Small Intestinal High Grade B-Cell Lymphoma, Not Otherwise Specified
C96054|Small Intestinal T-Cell Non-Hodgkin Lymphoma
C39610|Small Intestinal Enteropathy-Associated T-Cell Lymphoma
C96058|Monomorphic Epitheliotropic Intestinal T-Cell Lymphoma
C150132|Recurrent Monomorphic Epitheliotropic Intestinal T-cell Lymphoma
C2956|Colorectal Neoplasm
C4877|Rectosigmoid Neoplasm
C7420|Malignant Rectosigmoid Neoplasm
C7421|Rectosigmoid Cancer
C8634|Recurrent Rectosigmoid Cancer
C43584|Rectosigmoid Adenocarcinoma
C43592|Rectosigmoid Mucinous Adenocarcinoma
C43593|Rectosigmoid Signet Ring Cell Carcinoma
C90509|Rectosigmoid Cancer by AJCC v6 Stage
C5016|Stage I Rectosigmoid Cancer
C5015,C89992|Stage II Rectosigmoid Cancer
C8635,C89997|Stage III Rectosigmoid Cancer
C8636,C90019|Stage IV Rectosigmoid Cancer
C91226|Rectosigmoid Cancer by AJCC v7 Stage
C2953|Colon Neoplasm
C4433|Cecum Neoplasm
C9329|Malignant Cecum Neoplasm
C3491|Cecum Cancer
C5543|Cecum Adenocarcinoma
C5515|Cecum Lymphoma
C5521|Cecum Non-Hodgkin Lymphoma
C9242|Malignant Colon Neoplasm
C8411|Metastatic Malignant Neoplasm in the Colon
C4793|Colon Lymphoma
C5499|Colon Hodgkin Lymphoma
C4950|Colon Non-Hodgkin Lymphoma
C27465|Colon Burkitt Lymphoma
C96504|Colon Diffuse Large B-Cell Lymphoma
C27411|Colon Mantle Cell Lymphoma
C5498|Colon Mucosa-Associated Lymphoid Tissue Lymphoma
C4910|Colon Cancer
C5491|Colon Adenosquamous Cancer
C5490|Colon Squamous Cell Cancer
C7100|Undifferentiated Colon Cancer
C3998|Recurrent Colon Cancer
C4349|Colon Adenocarcinoma
C96489|Colon Cribriform Comedo-Type Adenocarcinoma
C38760|Submucosal Invasive Colon Adenocarcinoma
C60641|Colon Medullary Carcinoma
C96492|Colon Micropapillary Adenocarcinoma
C7966|Colon Mucinous Adenocarcinoma
C96486|Colon Serrated Adenocarcinoma
C7967|Colon Signet Ring Cell Adenocarcinoma
C9452|Grade 1 Colon Adenocarcinoma
C9453|Grade 2 Colon Adenocarcinoma
C9454|Grade 3 Colon Adenocarcinoma
C45429|Colon Intramucosal Adenocarcinoma
C27413|Adenoma of the Colon with Intramucosal Adenocarcinoma
C90507|Colon Cancer by AJCC v6 Stage
C9358,C134273|Stage I Colon Cancer
C3993,C89990,C134274|Stage II Colon Cancer
C7766,C89995,C134283|Stage III Colon Cancer
C3994,C89999,C134287|Stage IV Colon Cancer
C91224|Colon Cancer by AJCC v7 Stage
C115041,C134280|Stage IIA Colon Cancer
C115042,C134281|Stage IIB Colon Cancer
C115043,C134282|Stage IIC Colon Cancer
C115047,C134284|Stage IIIA Colon Cancer
C115048,C134285|Stage IIIB Colon Cancer
C115049,C134286|Stage IIIC Colon Cancer
C115053,C134288|Stage IVA Colon Cancer
C115054,C134289|Stage IVB Colon Cancer
C134251|Colon Cancer by AJCC v8 Stage
C134290|Stage IVC Colon Cancer
C4978|Malignant Colorectal Neoplasm
C4581|Metastatic Malignant Neoplasm in the Large Intestine
C7426|Metastatic Malignant Neoplasm in the Rectum
C96498|Colorectal Lymphoma
C5553|Rectal Lymphoma
C96500|Colorectal Hodgkin Lymphoma
C96499|Colorectal Non-Hodgkin Lymphoma
C96502|Colorectal Burkitt Lymphoma
C96503|Colorectal Diffuse Large B-Cell Lymphoma
C96501|Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified
C96505|Colorectal Mantle Cell Lymphoma
C96506|Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma
C2955|Colorectal (Colon or Rectal) Cancer
C147982|Refractory Colorectal Carcinoma
C96158|Colorectal (Colon or Rectal) Mixed Adenoneuroendocrine Cancer
C43589|Colorectal (Colon or Rectal) Adenosquamous Cancer
C43594|Rectal Adenosquamous Cancer
C96494|Colorectal (Colon or Rectal) Sarcomatoid Cancer
C5556|Rectal Sarcomatoid Cancer
C43591|Undifferentiated Colorectal (Colon or Rectal) Cancer
C7974|Undifferentiated Rectal Cancer
C142867|Metastatic Microsatellite Stable Colorectal Carcinoma
C142868|Advanced Microsatellite Stable Colorectal Carcinoma
C8625|Recurrent Colorectal (Colon or Rectal) Cancer
C9238|Recurrent Rectal Cancer
C43588|Colorectal (Colon or Rectal) Squamous Cell Cancer
C5554|Rectal Squamous Cell Cancer
C5555|Cloacogenic Carcinoma of the Rectum
C5105|Colorectal (Colon or Rectal) Adenocarcinoma
C96497|Crohn Disease-Associated Colorectal Adenocarcinoma
C96496|Ulcerative Colitis-Associated Colorectal Adenocarcinoma
C96488|Colorectal Cribriform Comedo-Type Adenocarcinoma
C96490|Rectal Cribriform Comedo-Type Adenocarcinoma
C43590|Colorectal Medullary Carcinoma
C60640|Rectal Medullary Carcinoma
C96491|Colorectal Micropapillary Adenocarcinoma
C96493|Rectal Micropapillary Adenocarcinoma
C43585|Colorectal Mucinous Adenocarcinoma
C7973|Rectal Mucinous Adenocarcinoma
C96485|Colorectal Serrated Adenocarcinoma
C96487|Rectal Serrated Adenocarcinoma
C43586|Colorectal Signet Ring Cell Carcinoma
C9168|Rectal Signet Ring Cell Adenocarcinoma
C9446|Grade 1 Colorectal Adenocarcinoma
C9451|Grade 1 Rectal Adenocarcinoma
C9447|Grade 2 Colorectal Adenocarcinoma
C9450|Grade 2 Rectal Adenocarcinoma
C9448|Grade 3 Colorectal Adenocarcinoma
C9449|Grade 3 Rectal Adenocarcinoma
C9383|Rectal Adenocarcinoma
C90506|Colorectal Cancer by AJCC v6 Stage
C90508|Rectal Cancer by AJCC v6 Stage
C7790,C134292|Stage I Rectal Cancer
C7791,C89991,C134293|Stage II Rectal Cancer
C7792,C89996,C134297|Stage III Rectal Cancer
C8412,C90016,C134301|Stage IV Rectal Cancer
C8513,C134185|Stage I Colorectal (Colon or Rectal) Cancer
C8514,C89989,C134186|Stage II Colorectal (Colon or Rectal) Cancer
C8515,C89994,C134191|Stage III Colorectal (Colon or Rectal) Cancer
C8516,C89998,C134195|Stage IV Colorectal (Colon or Rectal) Cancer
C91223|Colorectal Cancer by AJCC v7 Stage
C91225|Rectal Cancer by AJCC v7 Stage
C115044,C134294|Stage IIA Rectal Cancer
C115045,C134295|Stage IIB Rectal Cancer
C115046,C134296|Stage IIC Rectal Cancer
C115050,C134298|Stage IIIA Rectal Cancer
C115051,C134299|Stage IIIB Rectal Cancer
C115052,C134300|Stage IIIC Rectal Cancer
C115055,C134302|Stage IVA Rectal Cancer
C115056,C134303|Stage IVB Rectal Cancer
C87813,C134187|Stage IIA Colorectal (Colon or Rectal) Cancer
C87814,C134188|Stage IIB Colorectal (Colon or Rectal) Cancer
C87815,C134190|Stage IIC Colorectal (Colon or Rectal) Cancer
C87816,C134192|Stage IIIA Colorectal (Colon or Rectal) Cancer
C87817,C134193|Stage IIIB Colorectal (Colon or Rectal) Cancer
C87818,C134194|Stage IIIC Colorectal (Colon or Rectal) Cancer
C87819,C134196|Stage IVA Colorectal (Colon or Rectal) Cancer
C87820,C134197|Stage IVB Colorectal (Colon or Rectal) Cancer
C134180|Colorectal Cancer by AJCC v8 Stage
C134258|Rectal Cancer by AJCC v8 Stage
C134304|Stage IVC Rectal Cancer
C134198|Stage IVC Colorectal (Colon or Rectal) Cancer
C9382|Rectal Cancer
C7418|Malignant Rectal Neoplasm
C4640|Rectal Melanoma
C3350|Rectal Neoplasm
C4572|Malignant Intestinal Neoplasm
C4890|Malignant Digestive System Neoplasm
C7091|Digestive System Melanoma
C38162|Digestive System Lymphoma
C38163|Digestive System Hodgkin Lymphoma
C38161|Digestive System Non-Hodgkin Lymphoma
C4339|Multifocal Lymphomatous Polyposis
C80298|Primary Intestinal Follicular Lymphoma
C96963|Digestive System Carcinoma
C129654|Unresectable Digestive System Adenocarcinoma
C133839|Metastatic Gastrointestinal Carcinoma
C95406|Digestive System Mixed Adenoneuroendocrine Carcinoma
C7622|Recurrent Digestive System Carcinoma
C9296|Adenocarcinoma of the Gastroesophageal Junction
C133548|Gastroesophageal Junction Adenocarcinoma by AJCC v8 Stage
C133549|Gastroesophageal Junction Adenocarcinoma by AJCC v8 Clinical Stage
C133552|Clinical Stage I Gastroesophageal Junction Adenocarcinoma AJCC v8
C133556|Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8
C133553|Clinical Stage II Gastroesophageal Junction Adenocarcinoma AJCC v8
C133555|Clinical Stage IIB Gastroesophageal Junction Adenocarcinoma AJCC v8
C133554|Clinical Stage IIA Gastroesophageal Junction Adenocarcinoma AJCC v8
C133557|Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8
C133560|Clinical Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8
C133558|Clinical Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8
C133583|Gastroesophageal Junction Adenocarcinoma by AJCC v8 Postneoadjuvant Therapy Stage
C133585|Postneoadjuvant Therapy Stage II Gastroesophageal Junction Adenocarcinoma AJCC v8
C133584|Postneoadjuvant Therapy Stage I Gastroesophageal Junction Adenocarcinoma AJCC v8
C133586|Postneoadjuvant Therapy Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8
C133587|Postneoadjuvant Therapy Stage IIIA Gastroesophageal Junction Adenocarcinoma AJCC v8
C133588|Postneoadjuvant Therapy Stage IIIB Gastroesophageal Junction Adenocarcinoma AJCC v8
C133589|Postneoadjuvant Therapy Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8
C133590|Postneoadjuvant Therapy Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8
C133591|Postneoadjuvant Therapy Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8
C133563|Gastroesophageal Junction Adenocarcinoma by AJCC v8 Pathologic Stage
C133570|Pathologic Stage II Gastroesophageal Junction Adenocarcinoma AJCC v8
C133572|Pathologic Stage IIA Gastroesophageal Junction Adenocarcinoma AJCC v8
C133573|Pathologic Stage IIB Gastroesophageal Junction Adenocarcinoma AJCC v8
C133565|Pathologic Stage I Gastroesophageal Junction Adenocarcinoma AJCC v8
C133566|Pathologic Stage IA Gastroesophageal Junction Adenocarcinoma AJCC v8
C133567|Pathologic Stage IB Gastroesophageal Junction Adenocarcinoma AJCC v8
C133568|Pathologic Stage IC Gastroesophageal Junction Adenocarcinoma AJCC v8
C133575|Pathologic Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8
C133577|Pathologic Stage IIIA Gastroesophageal Junction Adenocarcinoma AJCC v8
C133579|Pathologic Stage IIIB Gastroesophageal Junction Adenocarcinoma AJCC v8
C133580|Pathologic Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8
C133581|Pathologic Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8
C133582|Pathologic Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8
C26801|Intestinal Disorder
C3959|Hepatobiliary Disorder
C3196|Liver and Intrahepatic Bile Duct Disorder
C84428|End Stage Liver Disease
C2899|Biliary System Disorder
C34631|Gallbladder Disorder
C96716|Bile Duct Disorder
C27571|Head and Neck Disorder
C27655|Skull Disorder
C26854|Pituitary Gland Disorder
C27567|Non-Neoplastic Pituitary Gland Disorder
C132055|Autoimmune Hypophysitis
C121151|Ectopic Posterior Pituitary
C121719|Lymphocytic Neurohypophysitis
C26853|Pituitary Gland Apoplexy
C27117|Pituitary Gland Infarction
C27066|Pituitary Gland Necrosis
C3375|Skull Neoplasm
C8597|Retro-Orbital Neoplasm
C3290|Orbit Neoplasm
C3562|Malignant Orbit Neoplasm
C8556|Metastatic Malignant Neoplasm in the Orbit
C118828|Orbital Melanoma
C6244|Orbit Lymphoma
C3620|Benign Orbit Neoplasm
C4548|Orbit Dermoid Cyst
C26879|Salivary Gland Disorder
C3361|Salivary Gland Neoplasm
C35837|Salivary Gland Sialoblastoma
C4600|Benign Salivary Gland Neoplasm
C35833|Salivary Gland Cystadenoma
C4411|Benign Minor Salivary Gland Neoplasm
C97135|Sclerosing Polycystic Adenosis
C2854|Warthin Tumor
C66865|Parotid Gland Warthin Tumor
C35839|Salivary Gland Ductal Papilloma
C35834|Salivary Gland Intraductal Papilloma
C35835|Salivary Gland Inverted Ductal Papilloma
C35836|Salivary Gland Sialadenoma Papilliferum
C35555|Salivary Gland Sebaceous Lymphadenoma
C5949|Parotid Gland Sebaceous Lymphadenoma
C3686|Salivary Gland Monomorphic Adenoma
C6847|Parotid Gland Monomorphic Adenoma
C5950|Salivary Gland Basal Cell Adenoma
C5979|Salivary Gland Canalicular Adenoma
C5932|Salivary Gland Oncocytoma
C35738|Salivary Gland Sebaceous Adenoma
C6845|Oral Cavity Monomorphic Adenoma
C6844|Hard Palate Monomorphic Adenoma
C40409|Salivary Gland Pleomorphic Adenoma
